name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,rating_bucket,salary_million,position_group,bmi
Guerschon Yabusele,France,None,New York Knicks,28,PF,C,Inside-Out Scoring Threat,"6'8""",203,260.0,117.0,"7'0""",213.0,,9.0,"December 17, 1995","Dreux, France",France,79,82.0,87.0,67.0,81.0,74.0,95.0,85.0,74.0,62.0,60.0,74.0,70.0,80.0,85.0,84.0,65.0,75.0,50.0,85.0,62.0,62.0,62.0,45.0,80.0,58.0,62.0,66.0,54.0,66.0,43.0,51.0,62.0,66.0,43.0,52.0,52.0,41.0,40.0,65.0,63.0,66.0,95.0,79.0,2475.0,,,,bronze,,silver,,,,silver,silver,,,,silver,,,,,,,,bronze,,,,,bronze,,,,,,,,,,silver,,gold,Good,,Wing,28.39185614792886
Gui Santos,Brazil,None,Golden State Warriors,15,PF,SF,3 & D Threat,"6'7""",201,185.0,83.0,"6'11""",211.0,,3.0,"June 22, 2002","Federal District, Brazil","Minas (Novo Basquete Brasil, Brazil)",75,76.0,86.0,69.0,78.0,71.0,80.0,70.0,71.0,73.0,72.0,50.0,74.0,80.0,60.0,86.0,58.0,72.0,50.0,65.0,52.0,53.0,57.0,45.0,69.0,60.0,57.0,62.0,69.0,55.0,55.0,58.0,66.0,69.0,43.0,51.0,70.0,57.0,50.0,65.0,68.0,62.0,98.0,76.0,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,20.54404593945695
Harrison Barnes,United States,None,San Antonio Spurs,40,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,225.0,101.0,"6'11""",211.0,,13.0,"May 30, 1992","Ames, Iowa",UNC,79,79.0,93.0,87.0,86.0,78.0,60.0,70.0,81.0,77.0,75.0,70.0,95.0,92.0,75.0,82.0,68.0,86.0,55.0,80.0,48.0,65.0,83.0,40.0,88.0,67.0,72.0,78.0,73.0,75.0,36.0,58.0,67.0,75.0,33.0,40.0,65.0,65.0,60.0,49.0,48.0,49.0,70.0,81.0,2572.0,bronze,,,silver,,bronze,,,,,bronze,,,,bronze,,,silver,,,,,,,,,,,,,bronze,,,,,,,,silver,gold,Good,,Wing,24.509209153340297
Harrison Ingram,United States,None,San Antonio Spurs,55,PF,SF,Promising Prospect,"6'7""",201,230.0,104.0,"6'11""",211.0,,1.0,"November 27, 2002","Dallas, Texas",North Carolina,69,62.0,73.0,73.0,74.0,62.0,50.0,40.0,79.0,82.0,75.0,73.0,82.0,88.0,75.0,80.0,61.0,73.0,45.0,75.0,59.0,58.0,57.0,42.0,80.0,62.0,62.0,70.0,75.0,62.0,41.0,56.0,60.0,62.0,49.0,39.0,69.0,60.0,55.0,60.0,59.0,60.0,50.0,78.0,2367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,25.741937080765336
Haywood Highsmith,United States,None,Brooklyn Nets,24,PF,SF,3 & D Threat,"6'5""",196,220.0,99.0,"7'0""",213.0,,7.0,"December 9, 1996","Baltimore, Maryland",Wheeling,75,79.0,88.0,70.0,81.0,75.0,80.0,80.0,73.0,70.0,81.0,50.0,79.0,80.0,65.0,86.0,56.0,78.0,35.0,50.0,52.0,54.0,52.0,44.0,80.0,56.0,55.0,70.0,64.0,55.0,35.0,71.0,70.0,79.0,59.0,61.0,78.0,77.0,75.0,49.0,45.0,52.0,40.0,78.0,2423.0,,,,,,,,,,,,,,,,,,,,,,,,,,bronze,bronze,,,silver,silver,bronze,,,,,,,,silver,Good,,Wing,25.770512286547273
Herbert Jones,United States,None,New Orleans Pelicans,2,SG,SF,Wing Stopper,"6'7""",201,206.0,93.0,"7'0""",213.0,,4.0,"October 6, 1998","Tuscaloosa, Alabama",Alabama,81,69.0,72.0,78.0,73.0,83.0,60.0,50.0,78.0,74.0,93.0,59.0,72.0,82.0,85.0,80.0,66.0,72.0,55.0,75.0,62.0,62.0,62.0,55.0,85.0,68.0,69.0,75.0,69.0,75.0,54.0,80.0,62.0,91.0,86.0,53.0,88.0,88.0,90.0,46.0,43.0,48.0,60.0,84.0,2624.0,,,,silver,,,,,,,bronze,,,,,,,,,,,,bronze,,,gold,gold,bronze,gold,silver,gold,gold,,gold,bronze,,,,silver,silver,Great,,Guard,23.01923219722285
Hunter Tyson,United States,None,Denver Nuggets,5,PF,SF,Mid-Range Scoring Threat,"6'8""",203,215.0,97.0,"6'10""",208.0,,2.0,"June 13, 2000","Monroe, North Carolina",Clemson,70,68.0,72.0,76.0,73.0,70.0,65.0,50.0,73.0,68.0,68.0,52.0,77.0,88.0,75.0,80.0,59.0,70.0,60.0,75.0,49.0,49.0,49.0,50.0,70.0,58.0,65.0,68.0,60.0,65.0,32.0,52.0,58.0,62.0,33.0,60.0,58.0,54.0,40.0,57.0,49.0,65.0,50.0,79.0,2284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,23.538547404693155
Immanuel Quickley,United States,None,Toronto Raptors,5,PG,SG,All-Around Star,"6'2""",188,190.0,86.0,"6'8""",203.0,,5.0,"June 17, 1999","Havre de Grace, Maryland",Kentucky,81,86.0,85.0,87.0,82.0,86.0,80.0,98.0,79.0,82.0,82.0,54.0,79.0,89.0,85.0,79.0,64.0,89.0,40.0,55.0,50.0,51.0,45.0,86.0,98.0,81.0,84.0,86.0,76.0,84.0,76.0,58.0,37.0,80.0,40.0,35.0,78.0,64.0,75.0,45.0,34.0,55.0,60.0,83.0,2629.0,bronze,,gold,bronze,bronze,,gold,,silver,,,,,,,,bronze,,,,,bronze,,,bronze,,,,,,,,,bronze,,,,,bronze,,Great,,Guard,24.332277048438208
Isaac Jones,United States,None,Sacramento Kings,17,PF,C,Rim Protector,"6'8""",203,245.0,110.0,"7'1""",216.0,,1.0,"July 11, 2000","Spanaway, Washington",Washington State,74,65.0,78.0,64.0,49.0,62.0,75.0,60.0,77.0,70.0,67.0,70.0,74.0,85.0,90.0,80.0,64.0,70.0,75.0,75.0,52.0,50.0,50.0,44.0,95.0,47.0,44.0,58.0,60.0,44.0,28.0,55.0,60.0,59.0,28.0,81.0,58.0,55.0,45.0,66.0,67.0,64.0,90.0,77.0,2353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,26.69319808779636
Isaac Okoro,United States,None,Chicago Bulls,35,SF,SG,Versatile Stopper,"6'5""",196,225.0,101.0,"6'9""",206.0,,5.0,"January 26, 2001","Atlanta, Georgia",Auburn,77,68.0,80.0,60.0,80.0,68.0,70.0,50.0,80.0,77.0,85.0,67.0,80.0,89.0,80.0,82.0,62.0,84.0,45.0,75.0,47.0,49.0,50.0,50.0,95.0,64.0,69.0,72.0,73.0,69.0,35.0,71.0,68.0,84.0,43.0,55.0,80.0,82.0,85.0,48.0,51.0,44.0,65.0,79.0,2517.0,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,bronze,silver,,bronze,,,,,,bronze,Good,,Wing,26.29112869637651
Isaiah Collier,United States,None,Utah Jazz,13,PG,SG,Playmaking Point,"6'4""",193,193.0,87.0,"6'8""",203.0,,1.0,"October 8, 2004","Atlanta, Georgia",USC,79,75.0,88.0,57.0,73.0,67.0,80.0,85.0,81.0,95.0,88.0,60.0,75.0,89.0,80.0,80.0,54.0,74.0,30.0,75.0,28.0,41.0,37.0,54.0,95.0,86.0,86.0,86.0,95.0,86.0,79.0,51.0,30.0,62.0,49.0,45.0,57.0,57.0,55.0,44.0,34.0,54.0,60.0,82.0,2468.0,,,,,,,bronze,,bronze,,bronze,,,,,,,,silver,silver,,gold,silver,,silver,,,,,,,,,,,,,,,,Good,,Guard,23.35633171360305
Isaiah Crawford,United States,None,Houston Rockets,24,SF,SG,Catch & Shoot Threat,"6'5""",196,220.0,99.0,"6'10""",208.0,,1.0,"November 1, 2001","Fort Worth, Texas",Louisiana Tech,68,66.0,71.0,74.0,78.0,73.0,50.0,50.0,71.0,61.0,61.0,59.0,74.0,90.0,75.0,80.0,60.0,70.0,50.0,65.0,57.0,57.0,57.0,45.0,80.0,49.0,48.0,57.0,57.0,47.0,37.0,50.0,55.0,57.0,45.0,44.0,52.0,57.0,40.0,57.0,54.0,59.0,50.0,73.0,2209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,25.770512286547273
Isaiah Hartenstein,Germany,United States,Oklahoma City Thunder,55,C,None,2-Way Inside-The-Arc Threat,"7'0""",213,250.0,113.0,"7'2""",218.0,,8.0,"May 5, 1998","Eugene, Oregon",Žalgiris Kaunas (Lithuania),82,78.0,97.0,85.0,55.0,67.0,80.0,85.0,76.0,62.0,62.0,84.0,70.0,80.0,95.0,77.0,72.0,77.0,75.0,65.0,74.0,64.0,70.0,72.0,75.0,55.0,50.0,56.0,42.0,60.0,67.0,65.0,83.0,41.0,42.0,78.0,80.0,54.0,80.0,83.0,75.0,91.0,70.0,85.0,2625.0,,,,,,bronze,,bronze,,gold,silver,,bronze,,,gold,,,,,,,,,,,,,,,,,,,bronze,gold,gold,gold,,silver,Great,,Big,24.906874738257404
Isaiah Jackson,United States,None,Indiana Pacers,22,C,PF,Board-Hunting Lob Threat,"6'9""",206,205.0,92.0,"7'3""",221.0,,4.0,"January 10, 2002","Pontiac, Michigan",Kentucky,76,64.0,82.0,69.0,59.0,71.0,55.0,45.0,76.0,73.0,73.0,65.0,81.0,82.0,80.0,80.0,68.0,79.0,85.0,80.0,59.0,48.0,55.0,56.0,80.0,46.0,40.0,59.0,54.0,44.0,35.0,64.0,70.0,54.0,63.0,89.0,66.0,49.0,55.0,87.0,91.0,83.0,50.0,79.0,2438.0,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,gold,gold,silver,,silver,Good,,Big,21.67970591007635
Isaiah Joe,United States,None,Oklahoma City Thunder,11,SG,PG,Inside-Out Shot Creator,"6'3""",191,165.0,74.0,"6'8""",203.0,,5.0,"July 2, 1999","Fort Smith, Arkansas",Arkansas,79,83.0,91.0,72.0,88.0,79.0,80.0,85.0,74.0,72.0,77.0,47.0,79.0,80.0,75.0,87.0,57.0,81.0,40.0,60.0,35.0,38.0,30.0,85.0,85.0,62.0,67.0,74.0,63.0,69.0,37.0,52.0,42.0,69.0,42.0,40.0,61.0,52.0,55.0,44.0,38.0,50.0,75.0,79.0,2379.0,silver,bronze,silver,gold,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,20.284531674022094
Isaiah Livers,United States,None,Phoenix Suns,12,PF,SF,Mid-Range Specialist,"6'6""",198,232.0,104.0,"6'9""",206.0,,4.0,"July 28, 1998","Kalamazoo, Michigan",Michigan,72,81.0,78.0,86.0,72.0,82.0,95.0,75.0,72.0,73.0,74.0,55.0,71.0,85.0,66.0,82.0,48.0,76.0,25.0,65.0,26.0,32.0,35.0,44.0,80.0,61.0,68.0,70.0,70.0,65.0,32.0,51.0,37.0,65.0,42.0,40.0,60.0,60.0,55.0,43.0,40.0,46.0,80.0,74.0,2281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,26.527905315784103
Isaiah Stevens,United States,None,Sacramento Kings,4,PG,SG,Steady Playmaker,"6'0""",183,185.0,83.0,"6'4""",193.0,,1.0,"November 1, 2000","Allen, Texas",Colorado State,68,67.0,70.0,74.0,74.0,84.0,60.0,40.0,76.0,88.0,87.0,48.0,72.0,80.0,76.0,79.0,42.0,72.0,25.0,35.0,25.0,31.0,30.0,45.0,70.0,80.0,78.0,79.0,88.0,78.0,78.0,44.0,44.0,58.0,36.0,25.0,52.0,50.0,40.0,35.0,30.0,39.0,40.0,70.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,24.78425751739377
Isaiah Stewart,United States,None,Detroit Pistons,28,PF,C,Rim Protector,"6'8""",203,250.0,113.0,"7'4""",224.0,,5.0,"May 22, 2001","Rochester, New York",Washington,77,74.0,98.0,76.0,73.0,76.0,60.0,60.0,79.0,63.0,71.0,89.0,70.0,89.0,95.0,77.0,74.0,76.0,75.0,70.0,75.0,64.0,80.0,70.0,79.0,45.0,44.0,34.0,52.0,50.0,43.0,61.0,70.0,67.0,37.0,89.0,72.0,42.0,50.0,74.0,71.0,77.0,40.0,79.0,2503.0,,,,,,bronze,,,,bronze,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,silver,bronze,,gold,Good,,Wing,27.421194399281717
Ivica Zubac,Croatia,None,Los Angeles Clippers,40,C,None,Paint Beast,"7'0""",213,240.0,108.0,"7'4""",224.0,,9.0,"March 18, 1997","Mostar, Bosnia and Herzegovina",Croatia,87,73.0,98.0,76.0,26.0,64.0,85.0,90.0,70.0,26.0,45.0,90.0,75.0,80.0,95.0,80.0,84.0,86.0,85.0,80.0,90.0,78.0,91.0,81.0,82.0,45.0,70.0,35.0,26.0,47.0,47.0,57.0,79.0,34.0,37.0,75.0,75.0,40.0,60.0,89.0,86.0,91.0,85.0,88.0,2578.0,,,,,,gold,,silver,,gold,gold,bronze,silver,silver,silver,gold,,,,,,,,,,,,,,,,,,,,gold,gold,gold,,silver,Great,,Big,23.804800634794688
Ja Morant,United States,None,Memphis Grizzlies,12,PG,None,3-Level Playmaking Slasher,"6'2""",188,174.0,78.0,"6'7""",201.0,,6.0,"August 10, 1999","Dalzell, South Carolina",Murray State,91,87.0,88.0,88.0,76.0,83.0,90.0,98.0,88.0,95.0,95.0,52.0,97.0,97.0,98.0,80.0,71.0,97.0,25.0,96.0,54.0,54.0,54.0,90.0,98.0,91.0,90.0,96.0,95.0,91.0,82.0,64.0,49.0,72.0,56.0,42.0,79.0,78.0,75.0,46.0,36.0,56.0,70.0,96.0,2868.0,silver,,,silver,bronze,gold,gold,,gold,,gold,,,,hof,,gold,silver,gold,gold,gold,gold,silver,gold,gold,,,silver,,,,,,,,,,,,gold,Elite,,Guard,22.068809416025353
Jabari Smith Jr.,United States,None,Houston Rockets,10,PF,C,Slashing Stretch Four,"6'11""",211,220.0,99.0,"7'1""",216.0,,3.0,"May 13, 2003","Fayetteville, Georgia",Auburn,81,82.0,90.0,73.0,80.0,81.0,85.0,85.0,77.0,76.0,76.0,60.0,75.0,89.0,85.0,80.0,75.0,75.0,75.0,85.0,74.0,75.0,75.0,54.0,85.0,61.0,65.0,75.0,69.0,66.0,29.0,60.0,70.0,69.0,33.0,61.0,67.0,67.0,55.0,64.0,57.0,71.0,85.0,87.0,2659.0,bronze,,,silver,,,,,,silver,bronze,bronze,,bronze,,bronze,,,bronze,,,,,,,,,bronze,,,,,,,,bronze,bronze,,,silver,Great,,Wing,22.23669728891984
Jabari Walker,United States,None,Philadelphia 76ers,34,PF,SF,Stretch Four,"6'7""",201,200.0,90.0,"6'11""",211.0,,3.0,"July 30, 2002","Wichita, Kansas",Colorado,76,69.0,72.0,70.0,79.0,65.0,65.0,60.0,72.0,75.0,75.0,46.0,79.0,80.0,70.0,80.0,68.0,79.0,45.0,75.0,67.0,68.0,68.0,65.0,80.0,55.0,52.0,60.0,71.0,54.0,36.0,65.0,68.0,68.0,80.0,47.0,67.0,65.0,60.0,75.0,67.0,83.0,75.0,78.0,2494.0,,,,,,,,,,bronze,silver,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,silver,Good,,Wing,22.276676319893078
Jackson Rowe,Canada,None,Golden State Warriors,44,SF,SG,Ball Hawk,"6'7""",201,210.0,95.0,"6'11""",211.0,,5.0,"January 4, 1997","Ontario, Canada",California State-Fullerton,68,67.0,70.0,69.0,74.0,71.0,65.0,50.0,73.0,66.0,63.0,70.0,74.0,80.0,79.0,80.0,61.0,67.0,60.0,70.0,54.0,57.0,57.0,50.0,74.0,56.0,59.0,54.0,59.0,60.0,50.0,51.0,54.0,52.0,54.0,50.0,54.0,54.0,40.0,61.0,64.0,57.0,50.0,70.0,2281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,23.514269448776027
Jacob Toppin,United States,None,Atlanta Hawks,0,PF,SF,Interior Threat,"6'8""",203,200.0,90.0,"6'11""",211.0,,2.0,"May 8, 2000","Brooklyn, New York",Kentucky,67,60.0,70.0,69.0,69.0,67.0,50.0,35.0,74.0,68.0,68.0,62.0,82.0,85.0,75.0,80.0,60.0,68.0,65.0,85.0,44.0,48.0,58.0,40.0,69.0,55.0,50.0,68.0,64.0,50.0,44.0,58.0,67.0,65.0,38.0,51.0,68.0,60.0,60.0,55.0,47.0,62.0,30.0,76.0,2257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Wing,21.83988934456066
Jaden Hardy,United States,None,Dallas Mavericks,1,PG,SG,Inside-Out Scoring Threat,"6'3""",191,198.0,89.0,"6'9""",206.0,,3.0,"July 5, 2002","Detroit, Michigan",Coronado High School,75,75.0,86.0,66.0,84.0,67.0,60.0,85.0,77.0,83.0,83.0,39.0,85.0,84.0,85.0,80.0,62.0,80.0,40.0,80.0,47.0,49.0,49.0,66.0,85.0,72.0,75.0,83.0,76.0,75.0,50.0,46.0,34.0,55.0,43.0,37.0,50.0,51.0,50.0,40.0,31.0,48.0,70.0,80.0,2391.0,silver,,silver,,bronze,,silver,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Guard,24.39626106740495
Jaden Ivey,United States,None,Detroit Pistons,23,SG,PG,Inside-Out ISO Specialist,"6'4""",193,195.0,88.0,"6'10""",208.0,,3.0,"February 13, 2002","South Bend, Indiana",Purdue,81,74.0,83.0,65.0,84.0,73.0,60.0,80.0,83.0,91.0,91.0,54.0,85.0,92.0,85.0,80.0,63.0,85.0,30.0,85.0,44.0,42.0,44.0,82.0,90.0,83.0,84.0,86.0,89.0,84.0,70.0,61.0,59.0,71.0,43.0,51.0,70.0,69.0,65.0,51.0,50.0,51.0,90.0,83.0,2640.0,,,,,,,gold,,silver,,bronze,,,,bronze,,,silver,silver,,,silver,silver,,silver,,,,,,,,,,,,,,,,Great,,Guard,23.624795296518027
Jaden McDaniels,United States,None,Minnesota Timberwolves,3,SF,PF,2-Way 3-Level Shot Creator,"6'9""",206,185.0,83.0,"7'0""",213.0,,5.0,"September 29, 2000","Federal Way, Washington",Washington,82,80.0,89.0,90.0,80.0,83.0,70.0,70.0,82.0,79.0,93.0,60.0,80.0,85.0,85.0,90.0,62.0,84.0,40.0,75.0,52.0,56.0,54.0,52.0,85.0,54.0,44.0,78.0,70.0,40.0,37.0,81.0,83.0,89.0,63.0,66.0,88.0,88.0,90.0,57.0,52.0,62.0,50.0,85.0,2637.0,bronze,,,silver,,,,,,,bronze,,,,,,,silver,,,,,,,,gold,bronze,silver,,silver,gold,gold,,silver,bronze,,bronze,,bronze,gold,Great,,Wing,19.558865114525403
Jae’Sean Tate,United States,None,Houston Rockets,8,SF,PF,Inside-Out Shot Creator,"6'4""",193,230.0,104.0,"6'8""",203.0,,7.0,"October 28, 1995","Toledo, Ohio",Ohio State,73,67.0,84.0,70.0,76.0,69.0,50.0,50.0,78.0,69.0,70.0,65.0,75.0,89.0,95.0,80.0,72.0,84.0,65.0,75.0,69.0,68.0,69.0,64.0,85.0,63.0,70.0,74.0,62.0,72.0,38.0,65.0,70.0,70.0,70.0,42.0,68.0,69.0,65.0,60.0,65.0,55.0,30.0,79.0,2520.0,,,,,,,,,,silver,silver,,,,,,,,,,,,bronze,,,,,bronze,,,,,,,,,,,,silver,Good,,Wing,27.92021262315767
Jahmai Mashack,United States,None,Memphis Grizzlies,21,PG,SG,,"6'4""",193,203.0,91.0,,,,0.0,"November 10, 2002",,Tennessee,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Average,,Guard,24.43018604526296
Jaime Jaquez Jr.,United States,None,Miami Heat,11,SF,PF,Rim Attacker,"6'6""",198,230.0,104.0,"6'10""",208.0,,2.0,"February 18, 2001","Irvine, California",UCLA,76,71.0,83.0,68.0,73.0,76.0,70.0,55.0,79.0,67.0,75.0,68.0,82.0,88.0,90.0,80.0,66.0,74.0,55.0,88.0,60.0,64.0,63.0,45.0,80.0,69.0,70.0,73.0,64.0,74.0,65.0,69.0,68.0,72.0,76.0,42.0,75.0,72.0,75.0,62.0,58.0,66.0,50.0,83.0,2587.0,,,,bronze,,silver,,,,,bronze,,,,silver,,,silver,,,,,,,,,,,,,,,,,,,,,silver,gold,Good,,Wing,26.527905315784103
Jake LaRavia,United States,None,Los Angeles Lakers,33,PF,SF,Catch & Shoot Ace,"6'7""",201,235.0,106.0,"6'10""",208.0,,3.0,"November 3, 2001","Pasadena, California",Wake Forest,76,76.0,91.0,66.0,86.0,68.0,75.0,70.0,74.0,59.0,69.0,62.0,72.0,88.0,85.0,80.0,66.0,73.0,60.0,75.0,60.0,60.0,60.0,68.0,70.0,65.0,69.0,68.0,57.0,68.0,62.0,57.0,69.0,43.0,63.0,57.0,66.0,58.0,40.0,60.0,61.0,58.0,70.0,79.0,2485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,26.236974332318514
Jakob Poeltl,Austria,None,Toronto Raptors,19,C,None,2-Way Inside-The-Arc Threat,"7'0""",213,245.0,110.0,"7'3""",221.0,,9.0,"October 15, 1995","Vienna, Austria",Utah,81,76.0,97.0,79.0,45.0,67.0,95.0,75.0,68.0,51.0,37.0,80.0,57.0,80.0,90.0,80.0,76.0,73.0,75.0,60.0,86.0,79.0,86.0,60.0,85.0,52.0,69.0,38.0,31.0,62.0,58.0,70.0,81.0,45.0,56.0,80.0,79.0,67.0,80.0,81.0,79.0,83.0,85.0,84.0,2614.0,,,,,,,,silver,,bronze,,bronze,bronze,bronze,,,,,,,,,,,,,,,silver,,,,,,bronze,silver,silver,bronze,,bronze,Great,,Big,24.245630276179774
Ja’Kobe Walter,United States,None,Toronto Raptors,14,SF,SG,3 & D Threat,"6'5""",196,180.0,81.0,"6'9""",206.0,,1.0,"September 4, 2004","McKinney, Texas",Baylor,77,77.0,86.0,70.0,78.0,75.0,75.0,80.0,80.0,90.0,82.0,57.0,76.0,88.0,85.0,80.0,57.0,72.0,35.0,75.0,49.0,50.0,50.0,45.0,80.0,65.0,69.0,70.0,79.0,69.0,40.0,54.0,47.0,66.0,56.0,47.0,59.0,55.0,50.0,51.0,52.0,50.0,95.0,82.0,2464.0,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,21.084964598084134
Jalen Brunson,United States,None,New York Knicks,11,PG,None,Offensive Architect,"6'2""",188,190.0,86.0,"6'4""",193.0,,7.0,"August 31, 1996","New Brunswick, New Jersey",Villanova,93,90.0,97.0,87.0,86.0,83.0,90.0,98.0,82.0,84.0,84.0,60.0,75.0,98.0,95.0,81.0,66.0,98.0,40.0,35.0,50.0,56.0,50.0,98.0,98.0,90.0,96.0,95.0,84.0,98.0,77.0,60.0,55.0,73.0,41.0,32.0,72.0,70.0,75.0,39.0,32.0,45.0,80.0,93.0,2761.0,gold,bronze,gold,gold,gold,,gold,,gold,,silver,,,bronze,,,silver,gold,gold,gold,gold,gold,gold,gold,gold,,,,,,,,,,,,,,bronze,,Elite,,Guard,24.332277048438208
Jalen Duren,United States,None,Detroit Pistons,0,C,None,Interior Enforcer,"6'10""",208,250.0,113.0,"7'5""",226.0,,3.0,"November 18, 2003","New Castle, Delaware",Memphis,82,69.0,98.0,55.0,35.0,68.0,75.0,85.0,81.0,73.0,73.0,81.0,84.0,89.0,90.0,80.0,77.0,79.0,80.0,80.0,75.0,62.0,77.0,79.0,80.0,57.0,59.0,59.0,59.0,50.0,57.0,65.0,72.0,62.0,41.0,81.0,72.0,66.0,60.0,92.0,93.0,90.0,80.0,84.0,2683.0,,,,,,bronze,,,,silver,bronze,,silver,,bronze,bronze,,,,,,,,,,,,silver,,,,,,,,gold,gold,silver,,bronze,Great,,Big,26.118713017751478
Jalen Green,United States,Philippines,Phoenix Suns,4,SG,PG,Inside-Out ISO Specialist,"6'4""",193,186.0,84.0,"6'8""",203.0,,4.0,"February 9, 2002","Merced, California",NBA G League Ignite,83,81.0,81.0,74.0,82.0,83.0,70.0,95.0,82.0,88.0,88.0,55.0,92.0,88.0,85.0,80.0,72.0,90.0,40.0,91.0,56.0,56.0,56.0,89.0,95.0,78.0,77.0,86.0,84.0,79.0,62.0,58.0,45.0,73.0,41.0,47.0,70.0,68.0,60.0,46.0,33.0,59.0,85.0,90.0,2693.0,bronze,,,bronze,silver,bronze,silver,,silver,,gold,,,,silver,,silver,,,,bronze,silver,bronze,bronze,,,,,,,,,,,,,,,bronze,gold,Great,,Guard,22.550940964858118
Jalen Johnson,United States,None,Atlanta Hawks,1,PF,SF,Inside the Arc Threat,"6'8""",203,219.0,99.0,"7'0""",213.0,,4.0,"December 18, 2001","Wausau, Wisconsin",Duke,81,82.0,82.0,78.0,74.0,75.0,90.0,95.0,78.0,76.0,76.0,68.0,82.0,85.0,80.0,80.0,77.0,88.0,75.0,96.0,66.0,74.0,69.0,68.0,80.0,68.0,68.0,58.0,74.0,69.0,70.0,61.0,66.0,66.0,59.0,66.0,60.0,57.0,50.0,69.0,50.0,87.0,95.0,88.0,2740.0,,,,silver,,silver,,,silver,silver,gold,,,,silver,,,silver,silver,,,,silver,,,,,silver,,,,,,,,gold,gold,,silver,gold,Great,,Wing,24.023878279016728
Jalen McDaniels,United States,None,New Orleans Pelicans,7,PF,SF,Mid-Range Scoring Threat,"6'9""",206,205.0,92.0,"7'0""",213.0,,6.0,"January 31, 1998","Federal Way, Washington",San Diego State,72,75.0,87.0,80.0,60.0,84.0,70.0,70.0,74.0,73.0,73.0,60.0,73.0,80.0,80.0,80.0,64.0,76.0,60.0,65.0,62.0,68.0,59.0,52.0,68.0,58.0,55.0,69.0,69.0,59.0,37.0,50.0,59.0,55.0,49.0,50.0,55.0,50.0,35.0,50.0,42.0,57.0,60.0,75.0,2356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good,,Wing,21.67970591007635
