Unnamed: 0,name,nationality_1,nationality_2,team,jersey,position_1,position_2,archetype,height_feet,height_cm,weight_lbs,weight_kg,wingspan_feet,wingspan_cm,season_salary,years_in_the_nba,birthdate,hometown,prior_to_nba,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick
128,Elijah Harkless,United States,Unknown,Utah Jazz,16,PG,SG,3 & D Threat,"6'3""",191,185.0,83.0,"6'7""",201.0,0.0,2.0,"February 3, 2000","San Bernardino, California",UNLV,67,61.0,67.0,68.0,75.0,75.0,50.0,30.0,78.0,80.0,85.0,57.0,75.0,85.0,85.0,80.0,45.0,67.0,25.0,51.0,28.0,38.0,31.0,44.0,75.0,73.0,74.0,76.0,80.0,72.0,62.0,65.0,42.0,76.0,80.0,47.0,70.0,72.0,70.0,53.0,48.0,57.0,30.0,72.0,2299.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
129,Emanuel Miller,Canada,Unknown,Chicago Bulls,20,SF,PF,Interior Threat,"6'7""",201,215.0,97.0,"6'11""",211.0,0.0,1.0,"June 19, 2000","Ontario, Canada",TCU,68,60.0,67.0,70.0,74.0,75.0,40.0,35.0,79.0,82.0,79.0,60.0,84.0,85.0,80.0,80.0,59.0,70.0,45.0,80.0,45.0,55.0,57.0,40.0,80.0,57.0,56.0,60.0,67.0,57.0,44.0,50.0,55.0,58.0,50.0,47.0,50.0,47.0,40.0,55.0,49.0,60.0,40.0,72.0,2235.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
130,Enrique Freeman,United States,Unknown,Minnesota Timberwolves,8,PF,C,Interior Threat,"6'7""",201,214.0,96.0,"6'11""",211.0,0.0,1.0,"July 29, 2000","Cleveland, Ohio",Akron,69,56.0,74.0,66.0,66.0,67.0,35.0,30.0,79.0,74.0,74.0,60.0,81.0,88.0,95.0,80.0,65.0,74.0,60.0,80.0,61.0,61.0,62.0,40.0,80.0,54.0,59.0,62.0,59.0,60.0,32.0,58.0,66.0,66.0,35.0,56.0,68.0,63.0,50.0,49.0,40.0,57.0,75.0,77.0,2333.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
131,Eric Gordon,Bahamas,United States,Philadelphia 76ers,23,SG,SF,Perimeter Shot Creator,"6'3""",191,215.0,97.0,"6'9""",206.0,0.0,17.0,"December 25, 1988","Indianapolis, Indiana",Indiana,75,71.0,77.0,80.0,85.0,75.0,60.0,50.0,79.0,79.0,79.0,60.0,82.0,92.0,85.0,78.0,60.0,75.0,30.0,70.0,35.0,63.0,50.0,60.0,94.0,68.0,69.0,79.0,78.0,73.0,43.0,58.0,42.0,73.0,46.0,56.0,73.0,68.0,50.0,35.0,30.0,39.0,60.0,76.0,2414.0,silver,Unknown,silver,gold,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown
132,Evan Mobley,United States,Unknown,Cleveland Cavaliers,4,PF,C,2-Way Inside-Out Threat,"6'11""",211,215.0,97.0,"7'4""",224.0,0.0,4.0,"June 18, 2001","San Diego, California",USC,89,83.0,85.0,67.0,80.0,74.0,95.0,95.0,82.0,72.0,79.0,74.0,81.0,97.0,90.0,80.0,85.0,84.0,90.0,85.0,83.0,83.0,83.0,75.0,95.0,68.0,69.0,60.0,66.0,84.0,59.0,83.0,94.0,82.0,41.0,86.0,95.0,85.0,95.0,75.0,65.0,85.0,95.0,97.0,3005.0,Unknown,Unknown,Unknown,bronze,Unknown,gold,Unknown,bronze,bronze,silver,silver,bronze,Unknown,silver,silver,gold,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,silver,Unknown,bronze,Unknown,Unknown,gold,silver,Unknown,Unknown,Unknown,gold,Unknown,gold,silver,silver,bronze,Unknown,gold
133,Franz Wagner,Germany,Unknown,Orlando Magic,22,SF,SG,Shot-Creating 3-Level Threat,"6'10""",208,220.0,99.0,"7'0""",213.0,0.0,4.0,"August 27, 2001","Berlin, Germany",Michigan,86,86.0,91.0,76.0,75.0,86.0,90.0,98.0,76.0,70.0,73.0,65.0,75.0,85.0,85.0,80.0,74.0,93.0,55.0,80.0,57.0,59.0,59.0,95.0,95.0,78.0,80.0,85.0,68.0,84.0,73.0,64.0,56.0,73.0,53.0,50.0,74.0,73.0,70.0,54.0,40.0,68.0,95.0,90.0,2774.0,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,gold,Unknown,gold,Unknown,gold,Unknown,Unknown,Unknown,silver,Unknown,Unknown,gold,gold,Unknown,Unknown,Unknown,gold,silver,silver,bronze,Unknown,Unknown,Unknown,Unknown,gold,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,gold,silver
134,Fred VanVleet,United States,Unknown,Houston Rockets,5,PG,Unknown,2-Way Perimeter Playmaker,"6'0""",183,197.0,89.0,"6'2""",188.0,0.0,9.0,"February 25, 1994","Rockford, Illinois",Wichita State,80,76.0,75.0,82.0,78.0,81.0,80.0,60.0,79.0,83.0,83.0,42.0,75.0,95.0,94.0,82.0,47.0,70.0,25.0,35.0,30.0,32.0,28.0,55.0,98.0,82.0,84.0,86.0,83.0,85.0,70.0,66.0,27.0,83.0,66.0,51.0,79.0,74.0,80.0,41.0,33.0,49.0,85.0,84.0,2502.0,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,gold,bronze,silver,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
135,Gabe Vincent,Nigeria,United States,Los Angeles Lakers,7,PG,SG,3-Level Scoring Threat,"6'2""",188,200.0,90.0,"6'7""",201.0,0.0,7.0,"June 14, 1996","Modesto, California",UC Santa Barbara,77,83.0,93.0,94.0,81.0,78.0,75.0,75.0,70.0,73.0,73.0,40.0,66.0,85.0,69.0,82.0,47.0,80.0,25.0,45.0,26.0,32.0,26.0,55.0,90.0,69.0,78.0,82.0,70.0,79.0,37.0,50.0,37.0,60.0,46.0,45.0,60.0,57.0,45.0,35.0,33.0,37.0,90.0,79.0,2298.0,bronze,Unknown,Unknown,bronze,silver,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,silver,bronze,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
136,Garrett Temple,United States,Unknown,Toronto Raptors,17,SG,SF,Perimeter Defender,"6'5""",196,195.0,88.0,"6'9""",206.0,0.0,16.0,"May 8, 1986","Baton Rouge, Louisiana",LSU,70,66.0,82.0,55.0,72.0,79.0,70.0,40.0,70.0,57.0,76.0,44.0,69.0,85.0,79.0,82.0,49.0,70.0,25.0,30.0,37.0,55.0,46.0,40.0,85.0,66.0,75.0,75.0,57.0,74.0,47.0,64.0,46.0,78.0,59.0,47.0,77.0,74.0,70.0,55.0,58.0,51.0,70.0,73.0,2309.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
137,Gary Harris,United States,Unknown,Milwaukee Bucks,14,SG,SF,2-Way 3-Level Shot Creator,"6'4""",193,210.0,95.0,"6'7""",201.0,0.0,11.0,"September 14, 1994","Fishers, Indiana",Michigan State,72,70.0,88.0,79.0,75.0,79.0,60.0,40.0,76.0,75.0,80.0,53.0,78.0,85.0,80.0,83.0,56.0,84.0,40.0,50.0,28.0,51.0,47.0,60.0,85.0,65.0,75.0,76.0,70.0,75.0,31.0,68.0,68.0,82.0,56.0,57.0,80.0,55.0,80.0,43.0,41.0,44.0,40.0,76.0,2406.0,bronze,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown
138,Gary Trent Jr.,United States,Unknown,Milwaukee Bucks,5,SG,SF,Shot-Creating 3-Level Threat,"6'5""",196,209.0,94.0,"6'9""",206.0,0.0,7.0,"January 18, 1999","Columbus, Ohio",Duke,79,79.0,94.0,78.0,85.0,83.0,65.0,70.0,79.0,85.0,85.0,58.0,90.0,80.0,70.0,82.0,62.0,80.0,40.0,75.0,44.0,57.0,46.0,84.0,73.0,66.0,70.0,79.0,77.0,71.0,31.0,50.0,50.0,61.0,53.0,30.0,60.0,64.0,35.0,38.0,31.0,45.0,80.0,80.0,2441.0,bronze,Unknown,Unknown,bronze,bronze,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,gold
139,Georges Niang,United States,Unknown,Utah Jazz,20,PF,Unknown,Stretch Four,"6'7""",201,230.0,104.0,"6'10""",208.0,0.0,9.0,"June 17, 1993","Lawrence, Massachusetts",Iowa State,77,78.0,97.0,79.0,84.0,80.0,80.0,50.0,69.0,44.0,55.0,60.0,72.0,88.0,80.0,84.0,60.0,77.0,25.0,50.0,70.0,71.0,70.0,40.0,74.0,57.0,65.0,67.0,44.0,70.0,37.0,51.0,60.0,55.0,35.0,42.0,62.0,60.0,40.0,51.0,40.0,62.0,95.0,77.0,2341.0,bronze,Unknown,Unknown,gold,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown
140,Giannis Antetokounmpo,Greece,Nigeria,Milwaukee Bucks,34,PF,C,2-Way Inside-The-Arc Playmaker,"6'11""",211,243.0,109.0,"7'4""",224.0,0.0,12.0,"December 6, 1994","Athens, Greece",Filathlitikos (Greece),97,80.0,90.0,84.0,52.0,60.0,98.0,98.0,91.0,89.0,86.0,94.0,85.0,98.0,95.0,91.0,89.0,98.0,85.0,91.0,79.0,74.0,90.0,97.0,95.0,85.0,84.0,87.0,80.0,95.0,80.0,85.0,90.0,87.0,70.0,71.0,92.0,88.0,95.0,76.0,61.0,91.0,98.0,98.0,3196.0,Unknown,Unknown,Unknown,Unknown,Unknown,gold,silver,silver,gold,gold,hof,silver,gold,silver,gold,bronze,Unknown,bronze,silver,silver,Unknown,silver,gold,Unknown,silver,silver,silver,gold,gold,silver,silver,gold,gold,bronze,gold,gold,silver,silver,Unknown,gold
141,Goga Bitadze,Georgia,Unknown,Orlando Magic,35,C,Unknown,Board-Hunting Lob Threat,"6'11""",211,250.0,113.0,"7'2""",218.0,0.0,6.0,"July 20, 1999","Sagarejo, Georgia","Budućnost (Prva A Liga, Montenegro)",79,76.0,97.0,68.0,65.0,64.0,95.0,65.0,70.0,53.0,54.0,88.0,63.0,80.0,75.0,80.0,67.0,50.0,75.0,65.0,76.0,68.0,76.0,40.0,85.0,59.0,54.0,60.0,52.0,69.0,58.0,57.0,64.0,25.0,49.0,89.0,80.0,40.0,55.0,85.0,83.0,86.0,65.0,80.0,2491.0,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,bronze,Unknown,silver,Unknown,Unknown,silver,bronze,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,silver,gold,Unknown,Unknown
142,Gradey Dick,United States,Unknown,Toronto Raptors,1,SG,SF,Shot-Creating 3-Level Threat,"6'6""",198,205.0,92.0,"6'9""",206.0,0.0,2.0,"November 20, 2003","Wichita, Kansas City",Kansas,79,83.0,74.0,85.0,78.0,86.0,85.0,90.0,77.0,76.0,74.0,54.0,78.0,89.0,85.0,80.0,58.0,85.0,35.0,75.0,36.0,47.0,40.0,66.0,80.0,66.0,70.0,79.0,74.0,68.0,37.0,58.0,55.0,73.0,43.0,40.0,69.0,73.0,55.0,46.0,40.0,51.0,70.0,84.0,2479.0,bronze,Unknown,Unknown,silver,bronze,Unknown,Unknown,Unknown,bronze,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze
143,Grant Williams,United States,Unknown,Charlotte Hornets,2,PF,C,Stretch Four,"6'6""",198,236.0,106.0,"6'10""",208.0,0.0,6.0,"November 30, 1998","Houston, Texas",Tennessee,76,76.0,81.0,73.0,80.0,84.0,70.0,70.0,76.0,58.0,70.0,73.0,66.0,88.0,95.0,80.0,65.0,79.0,50.0,60.0,59.0,58.0,66.0,60.0,90.0,61.0,69.0,66.0,54.0,72.0,43.0,65.0,68.0,68.0,56.0,67.0,69.0,60.0,65.0,55.0,45.0,64.0,60.0,77.0,2513.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,Unknown,silver
144,Grayson Allen,United States,Unknown,Phoenix Suns,8,SF,SG,Inside-Out Shot Creator,"6'4""",193,198.0,89.0,"6'7""",201.0,0.0,7.0,"October 8, 1995","Jacksonville, Florida",Duke,77,73.0,76.0,70.0,87.0,81.0,60.0,65.0,76.0,84.0,78.0,44.0,81.0,85.0,80.0,82.0,55.0,85.0,25.0,70.0,31.0,43.0,42.0,69.0,78.0,70.0,70.0,78.0,79.0,78.0,45.0,57.0,35.0,72.0,49.0,51.0,70.0,74.0,45.0,45.0,37.0,52.0,70.0,79.0,2400.0,gold,bronze,Unknown,gold,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,gold,Unknown
145,GG Jackson,United States,Unknown,Memphis Grizzlies,45,SF,SF,Rim Rocker,"6'9""",206,210.0,95.0,"7'0""",213.0,0.0,2.0,"December 17, 2004","Columbia, South Carolina",South Carolina,76,72.0,71.0,70.0,77.0,74.0,65.0,75.0,76.0,82.0,79.0,62.0,82.0,88.0,60.0,80.0,71.0,71.0,65.0,85.0,59.0,59.0,59.0,78.0,95.0,57.0,59.0,62.0,80.0,50.0,36.0,55.0,58.0,58.0,37.0,50.0,70.0,69.0,40.0,59.0,58.0,60.0,60.0,82.0,2465.0,bronze,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold
146,Guerschon Yabusele,France,Unknown,New York Knicks,28,PF,C,Inside-Out Scoring Threat,"6'8""",203,260.0,117.0,"7'0""",213.0,0.0,9.0,"December 17, 1995","Dreux, France",France,79,82.0,87.0,67.0,81.0,74.0,95.0,85.0,74.0,62.0,60.0,74.0,70.0,80.0,85.0,84.0,65.0,75.0,50.0,85.0,62.0,62.0,62.0,45.0,80.0,58.0,62.0,66.0,54.0,66.0,43.0,51.0,62.0,66.0,43.0,52.0,52.0,41.0,40.0,65.0,63.0,66.0,95.0,79.0,2475.0,Unknown,Unknown,Unknown,bronze,Unknown,silver,Unknown,Unknown,Unknown,silver,silver,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,Unknown,gold
147,Gui Santos,Brazil,Unknown,Golden State Warriors,15,PF,SF,3 & D Threat,"6'7""",201,185.0,83.0,"6'11""",211.0,0.0,3.0,"June 22, 2002","Federal District, Brazil","Minas (Novo Basquete Brasil, Brazil)",75,76.0,86.0,69.0,78.0,71.0,80.0,70.0,71.0,73.0,72.0,50.0,74.0,80.0,60.0,86.0,58.0,72.0,50.0,65.0,52.0,53.0,57.0,45.0,69.0,60.0,57.0,62.0,69.0,55.0,55.0,58.0,66.0,69.0,43.0,51.0,70.0,57.0,50.0,65.0,68.0,62.0,98.0,76.0,2420.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
148,Harrison Barnes,United States,Unknown,San Antonio Spurs,40,SF,PF,Shot-Creating 3-Level Threat,"6'8""",203,225.0,101.0,"6'11""",211.0,0.0,13.0,"May 30, 1992","Ames, Iowa",UNC,79,79.0,93.0,87.0,86.0,78.0,60.0,70.0,81.0,77.0,75.0,70.0,95.0,92.0,75.0,82.0,68.0,86.0,55.0,80.0,48.0,65.0,83.0,40.0,88.0,67.0,72.0,78.0,73.0,75.0,36.0,58.0,67.0,75.0,33.0,40.0,65.0,65.0,60.0,49.0,48.0,49.0,70.0,81.0,2572.0,bronze,Unknown,Unknown,silver,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver,gold
149,Harrison Ingram,United States,Unknown,San Antonio Spurs,55,PF,SF,Promising Prospect,"6'7""",201,230.0,104.0,"6'11""",211.0,0.0,1.0,"November 27, 2002","Dallas, Texas",North Carolina,69,62.0,73.0,73.0,74.0,62.0,50.0,40.0,79.0,82.0,75.0,73.0,82.0,88.0,75.0,80.0,61.0,73.0,45.0,75.0,59.0,58.0,57.0,42.0,80.0,62.0,62.0,70.0,75.0,62.0,41.0,56.0,60.0,62.0,49.0,39.0,69.0,60.0,55.0,60.0,59.0,60.0,50.0,78.0,2367.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
150,Haywood Highsmith,United States,Unknown,Brooklyn Nets,24,PF,SF,3 & D Threat,"6'5""",196,220.0,99.0,"7'0""",213.0,0.0,7.0,"December 9, 1996","Baltimore, Maryland",Wheeling,75,79.0,88.0,70.0,81.0,75.0,80.0,80.0,73.0,70.0,81.0,50.0,79.0,80.0,65.0,86.0,56.0,78.0,35.0,50.0,52.0,54.0,52.0,44.0,80.0,56.0,55.0,70.0,64.0,55.0,35.0,71.0,70.0,79.0,59.0,61.0,78.0,77.0,75.0,49.0,45.0,52.0,40.0,78.0,2423.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,bronze,Unknown,Unknown,silver,silver,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,silver
151,Herbert Jones,United States,Unknown,New Orleans Pelicans,2,SG,SF,Wing Stopper,"6'7""",201,206.0,93.0,"7'0""",213.0,0.0,4.0,"October 6, 1998","Tuscaloosa, Alabama",Alabama,81,69.0,72.0,78.0,73.0,83.0,60.0,50.0,78.0,74.0,93.0,59.0,72.0,82.0,85.0,80.0,66.0,72.0,55.0,75.0,62.0,62.0,62.0,55.0,85.0,68.0,69.0,75.0,69.0,75.0,54.0,80.0,62.0,91.0,86.0,53.0,88.0,88.0,90.0,46.0,43.0,48.0,60.0,84.0,2624.0,Unknown,Unknown,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,gold,gold,bronze,gold,silver,gold,gold,Unknown,gold,bronze,Unknown,Unknown,Unknown,silver,silver
152,Hunter Tyson,United States,Unknown,Denver Nuggets,5,PF,SF,Mid-Range Scoring Threat,"6'8""",203,215.0,97.0,"6'10""",208.0,0.0,2.0,"June 13, 2000","Monroe, North Carolina",Clemson,70,68.0,72.0,76.0,73.0,70.0,65.0,50.0,73.0,68.0,68.0,52.0,77.0,88.0,75.0,80.0,59.0,70.0,60.0,75.0,49.0,49.0,49.0,50.0,70.0,58.0,65.0,68.0,60.0,65.0,32.0,52.0,58.0,62.0,33.0,60.0,58.0,54.0,40.0,57.0,49.0,65.0,50.0,79.0,2284.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
153,Immanuel Quickley,United States,Unknown,Toronto Raptors,5,PG,SG,All-Around Star,"6'2""",188,190.0,86.0,"6'8""",203.0,0.0,5.0,"June 17, 1999","Havre de Grace, Maryland",Kentucky,81,86.0,85.0,87.0,82.0,86.0,80.0,98.0,79.0,82.0,82.0,54.0,79.0,89.0,85.0,79.0,64.0,89.0,40.0,55.0,50.0,51.0,45.0,86.0,98.0,81.0,84.0,86.0,76.0,84.0,76.0,58.0,37.0,80.0,40.0,35.0,78.0,64.0,75.0,45.0,34.0,55.0,60.0,83.0,2629.0,bronze,Unknown,gold,bronze,bronze,Unknown,gold,Unknown,silver,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,bronze,Unknown,Unknown,Unknown,Unknown,bronze,Unknown
154,Isaac Jones,United States,Unknown,Sacramento Kings,17,PF,C,Rim Protector,"6'8""",203,245.0,110.0,"7'1""",216.0,0.0,1.0,"July 11, 2000","Spanaway, Washington",Washington State,74,65.0,78.0,64.0,49.0,62.0,75.0,60.0,77.0,70.0,67.0,70.0,74.0,85.0,90.0,80.0,64.0,70.0,75.0,75.0,52.0,50.0,50.0,44.0,95.0,47.0,44.0,58.0,60.0,44.0,28.0,55.0,60.0,59.0,28.0,81.0,58.0,55.0,45.0,66.0,67.0,64.0,90.0,77.0,2353.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
